#DATA points as shown in lower figure of: 1.pdf file!
#wn (cm-1)       intensity
 580.835	   -0.12
 582.834	   -0.07
 584.822	   -0.04
 586.775	   -0.13
 588.733	    0.15
 590.633	   -0.04
 592.607	    0.16
 594.602	    0.71
 596.574	   -0.07
 598.534	   -0.09
 600.449	    0.50
 602.409	    0.50
 604.408	    0.33
 606.268	    0.63
 608.275	    0.33
 610.199	    0.12
 612.186	    0.12
 614.128	    0.08
 616.091	    0.12
 618.052	   -0.17
 619.986	   -0.21
 621.983	    0.07
 623.927	    0.26
 625.901	    1.56
 627.847	    5.62
 629.794	   11.72
 631.791	   10.97
 633.701	    5.25
 635.717	    2.58
 637.691	    0.76
 639.648	   -0.07
 641.603	    0.14
 643.585	    0.21
 645.523	    0.79
 647.493	    1.33
 649.455	    3.72
 651.411	    5.44
 653.369	    5.87
 655.314	    4.69
 657.295	    3.39
 659.227	    2.50
 661.202	    0.37
 663.147	    0.27
 665.111	   -0.62
 667.078	    0.51
 669.033	   -0.01
 671.005	   -0.03
 672.963	   -0.21
 674.917	   -0.28
 676.881	    0.84
 678.796	    0.04
